2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
=86,=68,Institut Polytechnique de Paris,France,70.6,97=,81.6,29,82.4,151+,70.4,151+,49.3,151+,74.3
=86,=59,Norwegian University of Science And Technology,Norway,76.5,55=,63.6,151+,86.4,151+,81.8,87=,71.7,40,74.3
88,71,The University of Sheffield,United Kingdom,68.6,114,72.0,111=,89.2,151+,80.6,99=,79.4,17,74.2
89,151-200,Hanyang University,Republic of Korea,71.7,86=,72.5,108,90.7,120=,78.8,124=,50.3,151+,74.1
90,=82,The Ohio State University,United States of America,71.6,89=,72.1,109=,87.6,151+,80.8,97=,54.3,151+,74.0
=91,=68,Tecnológico de Monterrey,Mexico,68.2,118=,81.0,32,86.8,151+,71.5,151+,49.8,151+,73.9
=91,58,University of Waterloo,Canada,64.2,151+,76.9,66,94.7,47,83.3,74=,57.9,151+,73.9
93,77,University of Southampton,United Kingdom,71.9,83=,68.5,151+,84.8,151+,81.1,94=,74.5,27,73.8
94,=138,The University of Edinburgh,United Kingdom,71.5,91,72.6,105=,87.8,151+,71.5,151+,64.1,102,73.5
=95,=108,Columbia University,United States of America,68.9,112=,77.1,64=,90.1,137=,73.6,151+,45.2,151+,73.4
=95,81,Indian Institute of Technology Kharagpur (IIT-KGP),India,69.4,103=,76.3,71=,85.1,151+,78.0,137=,47.5,151+,73.4
=95,=85,Tohoku University,Japan,72.2,82,73.4,93,82.3,151+,77.8,142=,49.9,151+,73.4
=95,=75,Universidad Politécnica de Madrid (UPM),Spain,69.4,103=,72.7,103=,85.7,151+,76.1,151+,72.3,36,73.4
99,=97,The University of Queensland,Australia,64.9,151+,71.0,122=,96.7,25,84.0,65=,69.2,56=,73.3
100,=73,Loughborough University,United Kingdom,71.0,96,71.3,119,87.7,151+,73.6,151+,65.8,83=,73.2
101,95,Université PSL,France,66.5,134=,78.0,55,86.9,151+,72.6,151+,62.4,119,73.1
=102,=125,École Centrale de Nantes,France,66.8,133,75.3,81,89.8,150=,72.9,151+,66.4,79=,73.0
=102,119,Johns Hopkins University,United States of America,74.2,68,68.9,151+,87.8,151+,75.8,151+,43.1,151+,73.0
104,111,University of Leeds,United Kingdom,69.4,103=,68.9,151+,91.7,97=,77.2,151+,67.1,73=,72.9
105,=106,Michigan State University,United States of America,71.4,92=,74.1,89=,85.5,151+,71.5,151+,48.3,151+,72.8
106,=129,The University of Warwick,United Kingdom,70.3,100,69.4,144=,92.0,93,76.4,151+,54.2,151+,72.7
107,112,University of Wisconsin-Madison,United States of America,69.5,102,71.9,113,88.5,151+,77.2,151+,50.7,151+,72.6
108,=89,Virginia Polytechnic Institute and State University,United States of America,72.6,78,64.4,151+,86.1,151+,81.1,94=,65.0,93,72.5
109,113,City University of Hong Kong,"Hong Kong SAR, China",66.2,137=,64.2,151+,99.3,5,87.8,30=,65.3,89=,72.4
=110,=93,Indian Institute of Science,India,71.4,92=,73.5,92,82.5,151+,73.3,151+,41.2,151+,72.1
=110,114,RMIT University,Australia,66.5,134=,65.8,151+,94.3,51=,84.8,58=,67.1,73=,72.1
=110,84,Technische Universität Dresden,Germany,69.0,111,67.3,151+,87.5,151+,78.6,127=,70.3,49,72.1
=110,=134,The Australian National University,Australia,67.0,130=,74.6,86,90.9,114=,73.6,151+,46.9,151+,72.1
114,100,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,69.1,108=,65.2,151+,95.9,28=,79.9,112=,57.1,151+,72.0
=115,=108,The University of Auckland,New Zealand,63.6,151+,73.0,97=,95.6,34=,79.1,123,54.1,151+,71.9
=115,=82,University of Twente,Netherlands,74.4,66,62.5,151+,86.1,151+,76.1,151+,62.9,111,71.9
117,=101,Indian Institute of Technology Kanpur (IITK),India,69.3,106=,77.8,58,80.9,151+,71.9,151+,33.7,151+,71.8
=118,122,Duke University,United States of America,71.1,94=,73.0,97=,88.2,151+,71.9,151+,26.0,151+,71.7
=118,=115,King Abdulaziz University (KAU),Saudi Arabia,61.8,151+,65.2,151+,99.9,2,86.7,41,82.0,12,71.7
=120,105,Lomonosov Moscow State University,Russian Federation,68.9,112=,80.8,34,70.1,151+,66.3,151+,54.1,151+,71.6
=120,=115,Universiti Malaya (UM),Malaysia,67.4,129,70.9,124,91.7,97=,75.5,151+,49.5,151+,71.6
=122,,Nanjing University,China (Mainland),65.9,144,64.1,151+,99.5,4,85.0,54=,57.4,151+,71.5
=122,201-250,Sungkyunkwan University (SKKU),Republic of Korea,67.9,121=,69.9,137=,92.3,86=,78.3,134=,40.4,151+,71.5
=122,=106,Technische Universität Wien,Austria,72.7,77,67.5,151+,80.6,151+,69.3,151+,68.3,66=,71.5
=122,=103,"University of Maryland, College Park",United States of America,68.3,117,62.2,151+,91.5,99=,84.0,65=,72.6,34=,71.5
126,=115,Alma Mater Studiorum - University of Bologna,Italy,66.0,141=,71.8,114=,85.3,151+,76.7,151+,57.2,151+,71.1
=127,92,Technical University of Darmstadt,Germany,74.5,65,62.7,151+,83.7,151+,72.6,151+,57.0,151+,71.0
=127,151-200,Tianjin University,China (Mainland),66.2,137=,60.5,151+,91.0,113,92.9,14,68.3,66=,71.0
=127,=120,University of Bath,United Kingdom,66.5,134=,69.3,146=,93.2,71=,77.2,151+,47.0,151+,71.0
130,140,Middle East Technical University,Türkiye,66.2,137=,76.2,73,83.1,151+,68.5,151+,50.3,151+,70.8
=131,=97,Swansea University,United Kingdom,69.3,106=,63.8,151+,92.5,81=,73.6,151+,57.2,151+,70.5
=131,142,The University of Osaka,Japan,67.6,125=,72.9,100=,78.3,151+,70.8,151+,58.8,151+,70.5
133,=138,Istanbul Technical University,Türkiye,63.9,151+,76.5,69,82.9,151+,73.6,151+,47.5,151+,70.4
=134,151-200,Ghent University,Belgium,64.9,151+,67.5,151+,85.1,151+,72.6,151+,87.6,2,70.3
=134,127,Lund University,Sweden,68.5,115=,65.4,151+,90.3,131=,73.9,151+,54.6,151+,70.3
=134,=101,National Taipei University of Technology,Taiwan,75.1,62,65.6,151+,85.8,151+,65.9,151+,31.8,151+,70.3
=134,=134,National Tsing Hua University,Taiwan,68.0,120,73.0,97=,85.5,151+,68.5,151+,38.3,151+,70.3
=138,=125,Universiti Teknologi Malaysia,Malaysia,64.3,151+,68.4,151+,88.1,151+,77.5,146=,64.6,95=,70.2
=138,=134,University of Glasgow,United Kingdom,65.2,150=,69.0,151+,86.9,151+,77.2,151+,58.4,151+,70.2
=138,=129,University of Washington,United States of America,63.6,151+,69.1,150,93.8,62=,81.3,92=,41.9,151+,70.2
141,=123,"Arts et Métiers, ParisTech",France,67.0,130=,67.8,151+,85.2,151+,73.9,151+,62.2,122=,70.1
=142,=129,Sorbonne University,France,63.8,151+,72.6,105=,82.9,151+,70.8,151+,70.7,46=,70.0
=142,151-200,University of Technology Sydney,Australia,62.3,151+,65.2,151+,97.7,13=,84.4,61=,55.8,151+,70.0
144,151-200,Tongji University,China (Mainland),64.6,151+,61.1,151+,89.5,151+,91.3,19=,63.3,105=,69.9
145,=145,National Technical University of Athens,Greece,64.8,151+,67.4,151+,86.5,151+,73.9,151+,66.9,77=,69.5
=146,=148,Universidade Estadual de Campinas (Unicamp),Brazil,62.0,151+,76.0,75,83.2,151+,71.2,151+,49.3,151+,69.4
=146,143,"University of California, Santa Barbara (UCSB)",United States of America,64.1,151+,68.1,151+,92.6,78=,73.9,151+,50.2,151+,69.4
=148,147,Brown University,United States of America,72.9,76,67.4,151+,81.8,151+,63.0,151+,34.8,151+,69.2
=148,118,Université de Montréal,Canada,65.0,151+,70.8,125=,85.8,151+,70.8,151+,46.7,151+,69.2
=150,151-200,University of Colorado Boulder,United States of America,70.2,101,61.8,151+,82.0,151+,74.2,151+,56.7,151+,69.0
=150,151-200,University of Liverpool,United Kingdom,64.0,151+,63.5,151+,92.5,81=,78.0,137=,61.6,127=,69.0
151-200,201-250,Aalborg University,Denmark,65.2,150=,54.7,151+,92.3,86=,79.6,117=,85.1,7,
151-200,151-200,Aalto University,Finland,67.8,124,57.5,151+,90.4,124=,76.1,151+,71.4,42=,
151-200,151-200,Arizona State University,United States of America,60.6,151+,69.9,137=,87.2,151+,76.1,151+,51.1,151+,
151-200,151-200,Bauman Moscow State Technical University,Russian Federation,65.3,149,80.5,37,61.7,151+,55.8,151+,32.5,151+,
151-200,151-200,Budapest University of Technology and Economics,Hungary,65.7,145=,64.9,151+,83.1,151+,70.4,151+,54.8,151+,
151-200,151-200,Cairo University,Egypt,61.5,151+,70.6,128=,84.8,151+,71.2,151+,40.7,151+,
151-200,201-250,Dalian University of Technology,China (Mainland),64.3,151+,53.2,151+,87.7,151+,88.9,28,62.7,112=,
151-200,151-200,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,64.5,151+,60.8,151+,84.4,151+,75.5,151+,73.9,29,
151-200,201-250,Indian Institute of Technology Guwahati (IITG),India,64.3,151+,66.1,151+,81.2,151+,69.3,151+,42.7,151+,
151-200,144,Indian Institute of Technology Roorkee (IITR),India,64.0,151+,69.5,142=,85.8,151+,74.2,151+,47.0,151+,
151-200,128,Institut National des Sciences Appliquées de Lyon (INSA),France,65.7,145=,67.2,151+,82.6,151+,70.8,151+,57.3,151+,
151-200,151-200,Institut Supérieur de l'Aéronautique et de l'Espace (ISAE),France,67.6,125=,63.5,151+,78.5,151+,68.1,151+,43.5,151+,
151-200,151-200,Khalifa University of Science and Technology,United Arab Emirates,60.5,151+,62.9,151+,89.5,151+,76.1,151+,62.0,125,
151-200,132,King Saud University,Saudi Arabia,60.0,151+,64.7,151+,94.3,51=,78.3,134=,78.0,22,
151-200,201-250,King's College London,United Kingdom,61.2,151+,69.4,144=,83.2,151+,70.4,151+,50.2,151+,
151-200,151-200,Kyushu University,Japan,60.6,151+,69.9,137=,82.7,151+,72.2,151+,51.9,151+,
151-200,151-200,McMaster University,Canada,60.9,151+,68.6,151+,88.7,151+,71.9,151+,46.3,151+,
151-200,151-200,Nagoya University,Japan,64.5,151+,71.1,121,76.4,151+,66.3,151+,43.9,151+,
151-200,151-200,Nanjing University of Aeronautics and Astronautics,China (Mainland),70.5,99,48.2,151+,85.1,151+,91.9,17,72.6,34=,
151-200,201-250,National Cheng Kung University (NCKU),Taiwan,62.7,151+,69.9,137=,85.1,151+,71.5,151+,46.8,151+,
151-200,151-200,New York University (NYU),United States of America,64.1,151+,72.8,102,87.4,151+,66.8,151+,40.4,151+,
151-200,151-200,North Carolina State University,United States of America,60.3,151+,67.6,151+,89.9,147=,80.4,106=,43.6,151+,
151-200,151-200,Northwestern Polytechnical University,China (Mainland),67.9,121=,46.6,151+,89.5,151+,96.7,2,63.2,107=,
151-200,201-250,Queen's University Belfast,United Kingdom,59.9,151+,65.4,151+,89.8,150=,73.6,151+,60.7,133=,
151-200,151-200,Rice University,United States of America,60.6,151+,62.1,151+,96.1,26=,73.9,151+,47.9,151+,
151-200,201-250,Sharif University of Technology,Iran (Islamic Republic of),62.8,151+,56.7,151+,90.2,135=,81.8,87=,61.6,127=,
151-200,151-200,The University of Adelaide,Australia,61.6,151+,63.1,151+,97.3,19=,80.1,110=,57.7,151+,
151-200,141,"Trinity College Dublin, The University of Dublin",Ireland,62.1,151+,71.5,118,89.7,151+,73.3,151+,43.9,151+,
151-200,251-300,Ulsan National Institute of Science and Technology (UNIST),Republic of Korea,66.1,140,61.6,151+,96.8,22=,76.1,151+,33.5,151+,
151-200,151-200,Universidad de Chile,Chile,59.4,151+,75.4,80,79.8,151+,65.4,151+,53.7,151+,
151-200,151-200,Universidad Nacional Autónoma de México (UNAM),Mexico,64.0,151+,80.0,41,76.7,151+,61.4,151+,38.0,151+,
151-200,201-250,Universidad Nacional de Colombia,Colombia,62.0,151+,78.3,53=,72.0,151+,56.5,151+,44.2,151+,
151-200,151-200,Universidade Federal do Rio de Janeiro,Brazil,61.4,151+,72.1,109=,79.8,151+,64.5,151+,46.7,151+,
151-200,=148,Università di Padova,Italy,62.0,151+,69.9,137=,83.5,151+,75.2,151+,60.7,133=,
151-200,=148,Universitat Politècnica de València,Spain,68.5,115=,61.5,151+,85.6,151+,71.9,151+,62.7,112=,
151-200,151-200,Universiti Kebangsaan Malaysia (UKM),Malaysia,61.5,151+,63.5,151+,88.5,151+,73.3,151+,57.0,151+,
151-200,151-200,University of Alberta,Canada,59.2,151+,69.3,146=,87.2,151+,76.1,151+,64.6,95=,
151-200,201-250,"University of California, Davis",United States of America,60.2,151+,67.7,151+,87.9,151+,72.2,151+,47.9,151+,
151-200,201-250,University of Chinese Academy of Sciences,China (Mainland),59.3,151+,54.0,151+,93.8,62=,96.6,3=,54.8,151+,
151-200,151-200,University of Florida,United States of America,63.2,151+,67.5,151+,88.6,151+,76.7,151+,46.6,151+,
151-200,151-200,University of Illinois at Chicago (UIC),United States of America,65.1,151+,66.1,151+,86.3,151+,68.5,151+,27.7,151+,
151-200,151-200,University of Lisbon,Portugal,66.0,141=,57.8,151+,85.1,151+,76.1,151+,71.5,41,
151-200,=145,University of Minnesota Twin Cities,United States of America,64.3,151+,64.8,151+,91.8,94=,78.0,137=,47.4,151+,
151-200,151-200,University of Naples - Federico II,Italy,61.1,151+,64.5,151+,86.6,151+,81.1,94=,56.4,151+,
151-200,=148,University of Porto,Portugal,69.1,108=,58.1,151+,86.7,151+,77.8,142=,60.4,139,
151-200,151-200,University of Southern California,United States of America,59.2,151+,68.7,151+,88.3,151+,76.7,151+,48.8,151+,
151-200,133,University of Strathclyde,United Kingdom,65.6,147=,64.1,151+,84.5,151+,75.2,151+,66.9,77=,
151-200,151-200,University of Wollongong,Australia,58.5,151+,61.9,151+,97.5,17=,82.9,77=,54.2,151+,
151-200,151-200,Warsaw University of Technology,Poland,67.0,130=,66.6,151+,77.6,151+,69.7,151+,50.8,151+,
151-200,151-200,Waseda University,Japan,63.2,151+,71.0,122=,79.0,151+,65.9,151+,55.4,151+,
151-200,201-250,Wuhan University,China (Mainland),58.1,151+,64.3,151+,92.6,78=,84.8,58=,51.9,151+,
201-250,201-250,Anna University,India,53.4,151+,65.5,151+,79.1,151+,83.3,74=,85.7,6,
201-250,201-250,Aristotle University of Thessaloniki,Greece,60.3,151+,61.7,151+,90.8,118=,70.4,151+,58.2,151+,
201-250,201-250,Brno University of Technology,Czechia,57.8,151+,62.1,151+,79.0,151+,69.7,151+,90.4,1,
201-250,151-200,Brunel University London,United Kingdom,55.8,151+,61.9,151+,93.3,69=,76.1,151+,78.1,20=,
201-250,151-200,Cardiff University,United Kingdom,58.9,151+,61.4,151+,95.5,36,74.6,151+,62.7,112=,
201-250,201-250,Curtin University,Australia,51.3,151+,62.4,151+,94.5,49,75.2,151+,66.4,79=,
201-250,201-250,Czech Technical University in Prague,Czechia,63.4,151+,69.0,151+,73.1,151+,64.0,151+,62.2,122=,
201-250,151-200,Ecole Centrale de Lyon,France,60.5,151+,69.0,151+,81.1,151+,66.3,151+,58.8,151+,
201-250,151-200,Graz University of Technology,Austria,67.5,128,54.5,151+,79.5,151+,65.0,151+,68.5,62=,
201-250,151-200,"Grenoble INP, Grenoble Institute of Technology",France,58.9,151+,66.6,151+,86.1,151+,69.7,151+,68.4,64=,
201-250,251-300,Heriot-Watt University,United Kingdom,54.4,151+,66.2,151+,84.4,151+,68.1,151+,61.6,127=,
201-250,201-250,Hokkaido University,Japan,60.5,151+,66.7,151+,79.1,151+,65.0,151+,36.8,151+,
201-250,301-350,Inha University,Republic of Korea,60.1,151+,59.4,151+,90.0,142=,75.5,151+,30.8,151+,
201-250,201-250,Institut National des Sciences Appliquées de Toulouse (INSA),France,64.7,151+,57.0,151+,81.7,151+,66.8,151+,42.1,151+,
201-250,151-200,Iowa State University,United States of America,57.7,151+,63.0,151+,90.4,124=,78.8,124=,47.5,151+,
201-250,301-350,Jilin University,China (Mainland),54.4,151+,58.4,151+,91.3,106=,87.1,35=,40.9,151+,
201-250,201-250,Keio University,Japan,64.1,151+,69.0,151+,79.2,151+,65.9,151+,36.3,151+,
201-250,151-200,Leibniz University Hannover,Germany,62.8,151+,60.2,151+,80.5,151+,72.2,151+,68.9,59=,
201-250,,Linköping University,Sweden,57.4,151+,56.5,151+,98.8,7=,76.1,151+,65.7,85,
201-250,201-250,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russian Federation,61.2,151+,72.0,111=,70.8,151+,60.8,151+,45.1,151+,
201-250,201-250,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,61.1,151+,65.2,151+,85.5,151+,69.7,151+,39.4,151+,
201-250,201-250,National University of Sciences And Technology (NUST) Islamabad,Pakistan,56.6,151+,68.3,151+,85.3,151+,71.9,151+,42.9,151+,
201-250,151-200,Newcastle University,United Kingdom,54.1,151+,68.2,151+,90.4,124=,73.3,151+,56.2,151+,
201-250,201-250,Pontificia Universidad Católica de Chile (UC),Chile,58.6,151+,80.7,35,74.2,151+,56.5,151+,37.3,151+,
201-250,201-250,Pusan National University,Republic of Korea,63.7,151+,56.8,151+,85.5,151+,74.9,151+,34.6,151+,
201-250,251-300,Qatar University,Qatar,55.3,151+,56.4,151+,96.8,22=,75.8,151+,65.8,83=,
201-250,201-250,Queen Mary University of London,United Kingdom,58.1,151+,64.6,151+,92.4,83=,74.9,151+,54.6,151+,
201-250,151-200,Queensland University of Technology (QUT),Australia,56.8,151+,60.2,151+,95.6,34=,78.0,137=,63.1,109=,
201-250,301-350,Shandong University,China (Mainland),54.9,151+,55.1,151+,89.9,147=,85.0,54=,65.6,86,
