2025,2024,Institution,Country / Territory,Academic,AR Rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
=135,151,Universitat Autònoma de Barcelona,Spain,68.9,167,67.9,153,83.6,191=,69.5,152=,64.6,147=,71.4
138,139,Albert-Ludwigs-Universitaet Freiburg,Germany,68.8,168=,63.1,236=,85.4,140=,70.3,142=,63.6,156=,71.3
139,135,Université PSL,France,60.4,316=,77.7,57=,84.7,164,72.0,118=,78.8,29,71.2
=140,130,Case Western Reserve University,United States of America,65.5,225=,55.2,375=,86.9,104=,75.7,82=,68.6,107,71.1
=140,135,The Australian National University,Australia,73.0,111=,78.4,49,82.1,229,63.1,265=,49.9,383=,71.1
=142,153,Université catholique de Louvain (UCLouvain),Belgium,64.5,245=,73.8,87=,88.4,71=,68.9,161=,63.0,168=,70.9
=142,151,University of Chinese Academy of Sciences,China (Mainland),67.2,204,60.4,284,80.6,261=,81.1,39,56.1,279=,70.9
=144,117,Korea University,Republic of Korea,74.3,101,79.7,42,78.7,321=,64.3,241=,44.6,401+,70.8
=144,160,Queen's University Belfast,United Kingdom,70.6,145=,64.8,202=,85.2,145=,63.6,255=,63.4,159=,70.8
=144,154,Universidade Estadual de Campinas (Unicamp),Brazil,76.3,77,75.2,75,76.3,375=,59.4,341=,55.7,288=,70.8
=144,143,Universität Hamburg,Germany,65.5,225=,67.6,159=,83.9,180=,70.9,133=,69.1,101=,70.8
148,157,University of Lausanne,Switzerland,63.3,266=,63.2,233=,86.5,112,74.1,97=,67.9,117,70.6
=149,142,Princeton University,United States of America,73.0,111=,87.4,17,78.8,315=,65.7,208=,36.1,401+,70.5
=149,140,Texas A&M University,United States of America,72.4,122=,68.1,149=,79.6,293=,65.7,208=,56.6,267=,70.5
151,147,Universidad de Buenos Aires (UBA),Argentina,82.9,35,74.1,82=,71.6,401+,51.6,401+,52.0,351=,70.4
=152,176,Sun Yat-sen University,China (Mainland),68.0,187=,60.5,283,84.6,165=,76.2,77=,46.7,401+,70.1
=152,101,Sungkyunkwan University (SKKU),Republic of Korea,69.2,165=,74.1,82=,85.3,142=,69.3,155=,41.3,401+,70.1
=152,157,The University of Exeter,United Kingdom,66.5,211=,58.3,315,86.6,110=,67.6,178=,68.0,115=,70.1
155,157,Aix-Marseille University,France,62.8,274,61.9,253=,84.9,152=,71.2,125=,74.2,63,70.0
=156,201,Huazhong University of Science and Technology,China (Mainland),60.1,328=,58.8,307=,92.4,22,81.8,35,51.1,367,69.9
=156,190,University of Science and Technology of China,China (Mainland),68.6,177=,74.8,76,84.1,177=,72.5,111=,36.1,401+,69.9
=158,163,Brown University,United States of America,64.0,257=,70.3,120=,85.1,148=,69.3,155=,62.8,170=,69.8
=158,184,Tufts University,United States of America,65.5,225=,62.0,249=,87.3,94=,69.5,152=,59.9,213,69.8
=158,169,Universidad Autónoma de Madrid,Spain,68.3,183,72.7,98=,81.2,247=,64.8,229=,60.1,208=,69.8
=158,176,Universiti Putra Malaysia (UPM),Malaysia,79.0,53=,63.8,220=,74.0,401+,57.0,391=,56.6,267=,69.8
=158,166,University College Dublin,Ireland,68.8,168=,65.4,192=,83.8,184=,64.5,234=,60.7,202,69.8
=163,149,EPFL,Switzerland,67.7,196=,94.9,8,80.1,282=,65.9,202=,39.7,401+,69.7
=163,143,University of Illinois at Chicago (UIC),United States of America,67.1,205=,66.7,174=,82.4,217=,66.8,186=,63.3,164=,69.7
=165,167,Purdue University,United States of America,68.8,168=,77.3,62=,78.9,310=,64.3,241=,57.4,255=,69.6
=165,163,Universidad de Chile,Chile,78.6,57=,74.0,84=,74.6,398,54.8,401+,48.5,401+,69.6
=165,149,University of Southern California,United States of America,60.7,311,64.3,212=,87.3,94=,76.4,74=,61.0,194,69.6
=165,155,University of Turin,Italy,67.4,201=,59.1,303=,84.4,172,68.9,161=,60.8,196=,69.6
169,183,Chulalongkorn University,Thailand,78.4,62,63.2,233=,74.3,401+,53.4,401+,61.7,180=,69.4
170,160,Stockholm University,Sweden,65.2,229=,63.4,229=,87.0,102=,68.3,172=,57.8,245=,69.3
171,192,University of Bordeaux,France,66.3,218=,61.8,256=,83.9,180=,65.4,216=,66.1,133,69.2
=172,155,Tohoku University,Japan,76.4,75=,73.0,96,76.3,375=,59.4,341=,40.8,401+,69.1
=172,167,University of Ottawa,Canada,59.1,351=,56.7,355,89.4,53=,73.0,105=,72.7,72,69.1
=172,176,University of Porto,Portugal,65.2,229=,64.9,199=,78.6,323=,65.7,208=,76.7,40,69.1
=172,204,Wuhan University,China (Mainland),66.9,207,60.7,278,90.0,48,71.4,121=,40.0,401+,69.1
176,176,Hokkaido University,Japan,75.9,83=,66.8,170=,74.4,400=,59.9,329=,50.7,374,69.0
177,210,University of York,United Kingdom,64.1,253=,61.0,270=,93.9,8=,61.5,296=,61.1,191=,68.9
178,160,University of Texas at Austin,United States of America,68.2,184,75.3,73=,81.8,234=,66.3,196=,43.7,401+,68.8
179,192,Cairo University,Egypt,74.4,100,70.1,123=,72.4,401+,54.8,401+,64.8,144=,68.7
=180,169,University of Dundee,United Kingdom,72.2,125=,55.4,372,78.7,321=,62.6,271=,58.2,238,68.5
=180,163,University of Illinois at Urbana-Champaign,United States of America,64.3,250,83.0,31,79.0,306=,65.9,202=,54.9,296=,68.5
=182,206,Queen's University at Kingston,Canada,62.2,283,72.4,100=,88.0,75=,63.1,265=,60.4,204=,68.4
=182,231,Sichuan University,China (Mainland),66.0,222=,67.7,157=,81.0,254=,73.9,99=,42.7,401+,68.4
=182,184,Tokyo Medical and Dental University (TMDU),Japan,80.9,45,54.6,383,74.4,400=,54.8,401+,47.5,401+,68.4
=182,172,University of Miami,United States of America,62.1,284=,51.3,401+,84.9,152=,72.0,118=,70.7,91=,68.4
186,210,Oregon Health & Science University (OHSU),United States of America,60.2,324=,41.7,401+,94.4,7,77.1,67=,57.6,249=,68.3
=187,175,Humboldt-Universität zu Berlin,Germany,72.2,125=,69.1,134,76.6,371=,58.2,365=,54.0,313=,68.2
=187,189,North Carolina State University,United States of America,67.8,192=,68.9,137=,78.6,323=,64.0,247=,56.6,267=,68.2
=189,176,Université Claude Bernard Lyon 1,France,61.5,298=,62.3,246=,84.3,173=,69.9,148=,63.8,155,68.1
=189,199,Universite libre de Bruxelles,Belgium,56.7,401+,68.8,139,87.4,92=,67.6,178=,75.8,46=,68.1
=191,192,Medizinische Hochschule Hannover,Germany,67.9,190=,45.8,401+,86.2,114=,66.3,196=,57.1,258=,68.0
=191,173,University of Aberdeen,United Kingdom,69.3,163=,57.8,325=,79.4,297=,62.1,285=,62.2,175=,68.0
=193,206,"The University of Newcastle, Australia (UON)",Australia,65.2,229=,65.4,192=,88.5,69=,62.1,285=,51.4,359=,67.9
=193,220,University College Cork,Ireland,67.7,196=,64.3,212=,81.7,236,63.8,250=,52.9,337=,67.9
=193,226,University of Naples - Federico II,Italy,60.5,313=,65.1,196=,83.2,201=,69.7,151,66.3,130,67.9
196,224,Università Cattolica del Sacro Cuore,Italy,61.6,296=,64.1,216,85.8,123=,70.5,139=,54.8,298=,67.8
=197,173,Goethe-University Frankfurt am Main,Germany,62.3,280=,65.6,190,84.5,167=,66.8,186=,59.1,227=,67.7
=197,176,"University of California, Irvine",United States of America,60.1,328=,64.4,209=,85.2,145=,72.9,107=,55.8,286=,67.7
=197,176,University of Cologne,Germany,60.2,324=,57.3,340=,84.8,159=,69.5,152=,69.8,96=,67.7
=197,197,University of Vienna,Austria,67.6,199,68.7,140=,78.9,310=,59.4,341=,61.3,186=,67.7
=201,210,Charles University,Czechia,62.1,284=,64.4,209=,78.6,323=,68.1,175=,69.8,96=,67.6
=201,206,National and Kapodistrian University of Athens,Greece,59.8,337,61.7,260=,84.9,152=,71.2,125=,63.3,164=,67.6
=201,190,The University of Arizona,United States of America,62.0,288=,57.6,335,83.9,180=,70.9,133=,60.4,204=,67.6
=204,201,Technische Universität Dresden,Germany,59.5,342=,68.2,148,84.3,173=,68.7,165=,63.1,167,67.5
=204,228,University of Lisbon,Portugal,63.4,264=,65.0,198,78.3,333=,65.0,227=,69.9,95,67.5
