2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
151-200,151-200,Pontificia Universidad Católica de Valparaíso,Chile,63.7,101+,65.0,101+,68.2,101+,66.2,101+,,,
151-200,151-200,Queen's University at Kingston,Canada,59.1,101+,68.0,101+,77.3,101+,70.3,101+,,,
151-200,151-200,Saint Petersburg State University,Russian Federation,61.3,101+,69.6,101+,64.9,101+,59.3,101+,,,
151-200,151-200,Sorbonne University,France,67.1,101+,72.7,81=,60.3,101+,49.6,101+,,,
151-200,151-200,Tel Aviv University,Israel,65.5,101+,55.6,101+,74.4,101+,82.0,100=,,,
151-200,151-200,The Hebrew University of Jerusalem,Israel,64.8,101+,55.8,101+,78.7,101+,84.9,71=,,,
151-200,151-200,"The University of Newcastle, Australia (UON)",Australia,58.0,101+,68.3,101+,76.0,101+,71.5,101+,,,
151-200,151-200,The University of Sheffield,United Kingdom,54.3,101+,65.1,101+,82.5,55=,87.4,54=,,,
151-200,201-250,Universidad de La Sabana,Colombia,66.8,101+,68.6,101+,58.0,101+,52.4,101+,,,
151-200,151-200,Universidad de los Andes - Chile,Chile,63.9,101+,70.0,101+,55.4,101+,55.0,101+,,,
151-200,151-200,Universidad Torcuato Di Tella,Argentina,67.3,101+,73.0,76=,54.4,101+,49.6,101+,,,
151-200,151-200,Università degli studi Roma Tre,Italy,68.7,101+,56.6,101+,69.4,101+,64.6,101+,,,
151-200,201-250,Universitat Autònoma de Barcelona,Spain,66.9,101+,64.1,101+,70.2,101+,67.6,101+,,,
151-200,101-150,Université de Montréal,Canada,57.9,101+,64.8,101+,79.5,101+,84.9,71=,,,
151-200,151-200,Université PSL,France,57.6,101+,74.4,65,74.0,101+,71.5,101+,,,
151-200,201-250,University of Aberdeen,United Kingdom,65.6,101+,59.6,101+,68.6,101+,67.6,101+,,,
151-200,201-250,University of Alberta,Canada,61.0,101+,64.5,101+,82.1,63=,74.8,101+,,,
151-200,101-150,"University of California, Davis",United States of America,62.5,101+,59.0,101+,80.0,101+,82.7,94=,,,
151-200,201-250,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,62.8,101+,62.6,101+,78.7,101+,69.0,101+,,,
151-200,151-200,University of Cape Town,South Africa,61.2,101+,63.9,101+,76.7,101+,76.8,101+,,,
