2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
101-150,101-150,University of Lausanne,Switzerland,70.5,98,59.4,101+,80.6,101+,77.2,101+,56.0,88=,
101-150,101-150,University of Leeds,United Kingdom,65.2,101+,67.9,101+,87.6,72=,80.5,101+,41.9,101+,
101-150,151-200,University of Liverpool,United Kingdom,61.5,101+,63.2,101+,87.5,77=,78.4,101+,64.9,44,
101-150,101-150,University of Massachusetts Amherst,United States of America,63.2,101+,61.8,101+,87.7,70=,81.1,101+,53.3,101+,
101-150,101-150,University of Oslo,Norway,69.0,101+,55.1,101+,84.4,101+,86.1,59=,68.2,37,
101-150,101-150,University of Otago,New Zealand,67.1,101+,62.0,101+,87.6,72=,78.1,101+,59.5,68,
101-150,101-150,University of St Andrews,United Kingdom,70.2,101+,68.3,101+,76.4,101+,71.0,101+,47.0,101+,
101-150,101-150,University of Sussex,United Kingdom,69.4,101+,57.7,101+,87.9,62=,83.9,81,54.3,98=,
101-150,=96,University of Virginia,United States of America,70.0,101+,56.1,101+,88.8,44=,87.6,48=,58.1,77=,
101-150,101-150,Victoria University of Wellington,New Zealand,72.3,82=,61.5,101+,84.1,101+,73.0,101+,31.6,101+,
101-150,101-150,Washington University in St. Louis,United States of America,67.6,101+,54.6,101+,84.6,101+,86.1,59=,53.7,101+,
101-150,101-150,Western University,Canada,69.0,101+,63.5,101+,84.0,101+,82.9,95=,45.6,101+,
101-150,151-200,Wuhan University,China (Mainland),63.9,101+,75.2,58,78.6,101+,70.6,101+,45.0,101+,
101-150,101-150,York University,Canada,71.2,93=,63.8,101+,85.1,101+,82.9,95=,41.0,101+,
151-200,151-200,Australian Catholic University,Australia,58.8,101+,48.0,101+,99.7,1,89.3,35=,47.7,101+,
151-200,151-200,Boston College,United States of America,67.8,101+,53.6,101+,85.6,101+,78.1,101+,44.1,101+,
151-200,151-200,"City, University of London",United Kingdom,58.6,101+,61.1,101+,81.0,101+,73.0,101+,52.6,101+,
151-200,101-150,Complutense University of Madrid,Spain,63.9,101+,74.3,64=,76.1,101+,71.0,101+,45.8,101+,
151-200,101-150,Curtin University,Australia,62.5,101+,55.4,101+,89.8,31=,83.7,82=,48.4,101+,
151-200,201-250,East China Normal University,China (Mainland),68.7,101+,48.9,101+,83.7,101+,75.2,101+,47.9,101+,
151-200,151-200,Emory University,United States of America,59.6,101+,55.6,101+,83.9,101+,85.6,66=,59.7,64=,
151-200,201-250,George Washington University,United States of America,57.6,101+,62.7,101+,80.8,101+,75.9,101+,49.6,101+,
151-200,201-250,Georgia Institute of Technology,United States of America,65.4,101+,71.2,85=,85.6,101+,77.2,101+,18.0,101+,
151-200,101-150,Kyoto University,Japan,67.1,101+,72.2,83,76.8,101+,70.6,101+,39.9,101+,
151-200,151-200,La Trobe University,Australia,66.0,101+,54.9,101+,83.4,101+,79.6,101+,42.1,101+,
151-200,101-150,Lancaster University,United Kingdom,64.4,101+,64.0,101+,80.9,101+,72.2,101+,53.3,101+,
151-200,101-150,Loughborough University,United Kingdom,67.0,101+,62.3,101+,81.3,101+,73.4,101+,47.6,101+,
151-200,101-150,Lund University,Sweden,59.0,101+,64.7,101+,81.4,101+,76.2,101+,58.0,79,
151-200,151-200,McMaster University,Canada,60.9,101+,65.0,101+,83.4,101+,76.2,101+,39.6,101+,
151-200,201-250,Nanjing University,China (Mainland),63.9,101+,70.5,89,77.0,101+,71.8,101+,34.7,101+,
151-200,101-150,National Taiwan University (NTU),Taiwan,71.0,95,73.1,71=,76.2,101+,68.0,101+,26.1,101+,
151-200,151-200,Newcastle University,United Kingdom,53.4,101+,63.4,101+,89.8,31=,81.3,101+,51.3,101+,
151-200,201-250,Queen Mary University of London,United Kingdom,56.3,101+,74.8,59=,81.3,101+,69.3,101+,48.1,101+,
151-200,151-200,Queen's University at Kingston,Canada,61.8,101+,69.8,94,83.2,101+,75.9,101+,33.4,101+,
151-200,151-200,Queen's University Belfast,United Kingdom,59.1,101+,62.8,101+,84.1,101+,75.9,101+,38.1,101+,
151-200,151-200,Singapore Management University,Singapore,72.9,76,62.4,101+,72.7,101+,68.9,101+,26.3,101+,
151-200,151-200,The University of Adelaide,Australia,58.2,101+,65.6,101+,87.6,72=,76.9,101+,43.8,101+,
